size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,exact,left,right
 32, 4,22,  3,  1,  0,     pso, 31,0.03,   0.071,N,"[0,8,24,2,18,15,5,0,16,7,12,2,13,3,11,1,17,14,1,20,25 22,1,19,23,26,3,0,21,6,9,10]","[15,19,3,25 22,0,1,7,24,9,3,21,13,6,0,1,5,10,23,2,14,2,0,26,18,17,1,16,20,12,11,8]"
 32, 4,22,  3,  1,  0, psoPure, 31,0.03,   0.064,N,"[0,8,24,2,18,15,5,0,16,7,12,2,13,3,11,1,17,14,1,20,25 22,1,19,23,26,3,0,21,6,9,10]","[15,19,3,25 22,0,1,7,24,9,3,21,13,6,0,1,5,10,23,2,14,2,0,26,18,17,1,16,20,12,11,8]"
 32, 4,22,  3,  1,  0, psoComb, 31,0.03,   1.310,N,"[0,8,24,2,18,15,5,0,16,7,12,2,13,3,11,1,17,14,1,20,25 22,1,19,23,26,3,0,21,6,9,10]","[15,19,3,25 22,0,1,7,24,9,3,21,13,6,0,1,5,10,23,2,14,2,0,26,18,17,1,16,20,12,11,8]"
 32, 4,22,  3,  1,   ,     FPT, 31,0.03,   0.017,Y,,
 32, 9, 7,  5,  6,   , combine, 27,0.16,   0.000,N,"[13,11,9,2 4,5,15,14,8,7,2,3,8 12,6,7 8,3,0,0,8,9 7,5,16,2 6,4,10,4,2,8]","[8,4,8 12,5,11,7,6,2,9,0,15,3,7 8,5,3,2 6,2,16,2 4,0,4,8,13,8,10,9 7,14]"
 32, 9, 7,  5,  6,   ,combineS, 28,0.13,   0.000,N,"[13,11,9,2,4,5,15,14,8,7,2,3,8 12,6,7 8,3,0,0,8,9 7,5,16 2,6,4,10,4,2,8]","[8,4,8 12,5,11,7,6,2,9,0,15,3,7 8,5,3,2,6,2,16 2,4,0,4,8,13,8,10,9 7,14]"
 32, 9, 7,  5,  6,   ,  greedy, 28,0.13,   0.003,N,"[13,11,9,2,4,5,15,14,8,7,2,3,8 12,6,7 8,3,0,0,8,9 7,5,16 2,6,4,10,4,2,8]","[8,4,8 12,5,11,7,6,2,9,0,15,3,7 8,5,3,2,6,2,16 2,4,0,4,8,13,8,10,9 7,14]"
 32, 9, 7,  5,  6,  0,     pso, 27,0.16,   0.783,N,"[13,11,9,2 4,5,15,14,8,7,2,3,8 12,6,7 8,3,0,0,8,9 7,5,16,2 6,4,10,4,2,8]","[8,4,8 12,5,11,7,6,2,9,0,15,3,7 8,5,3,2 6,2,16,2 4,0,4,8,13,8,10,9 7,14]"
 32, 9, 7,  5,  6,  0, psoPure, 27,0.16,   0.757,N,"[13,11,9,2 4,5,15,14,8,7,2,3,8 12,6,7 8,3,0,0,8,9 7,5,16,2 6,4,10,4,2,8]","[8,4,8 12,5,11,7,6,2,9,0,15,3,7 8,5,3,2 6,2,16,2 4,0,4,8,13,8,10,9 7,14]"
 32, 9, 7,  5,  6,  0, psoComb, 27,0.16,   1.894,N,"[13,11,9,2 4,5,15,14,8,7,2,3,8 12,6,7 8,3,0,0,8,9 7,5,16,2 6,4,10,4,2,8]","[8,4,8 12,5,11,7,6,2,9,0,15,3,7 8,5,3,2 6,2,16,2 4,0,4,8,13,8,10,9 7,14]"
 32, 9, 7,  5,  6,   ,     FPT, 26,0.19,   2.984,Y,,
 32, 6,14,  5,  8,   , combine, 27,0.16,   0.000,N,"[17,12,9 4,7,11,18,4,3 8,16,10,15,0,6,7 14,4,0,6,13,7,21,1 7,1,3,1,19,4 7,20]","[3,6,16,20,9 4,10,1,17,19,6,1 7,3 8,13,15,12,1,18,21,0,4,7 14,0,7,4,11,7,4 7]"
 32, 6,14,  5,  8,   ,combineS, 27,0.16,   0.000,N,"[17,12,9 4,7,11,18,4,3 8,16,10,15,0,6,7 14,4,0,6,13,7,21,1 7,1,3,1,19,4 7,20]","[3,6,16,20,9 4,10,1,17,19,6,1 7,3 8,13,15,12,1,18,21,0,4,7 14,0,7,4,11,7,4 7]"
 32, 6,14,  5,  8,   ,  greedy, 27,0.16,   0.003,N,"[17,12,9 4,7,11,18,4,3 8,16,10,15,0,6,7 14,4,0,6,13,7,21,1 7,1,3,1,19,4 7,20]","[3,6,16,20,9 4,10,1,17,19,6,1 7,3 8,13,15,12,1,18,21,0,4,7 14,0,7,4,11,7,4 7]"
 32, 6,14,  5,  8,  0,     pso, 27,0.16,   0.974,N,"[17,12,9 4,7,11,18,4,3 8,16,10,15,0,6,7 14,4,0,6,13,7,21,1 7,1,3,1,19,4 7,20]","[3,6,16,20,9 4,10,1,17,19,6,1 7,3 8,13,15,12,1,18,21,0,4,7 14,0,7,4,11,7,4 7]"
 32, 6,14,  5,  8,  0, psoPure, 27,0.16,   0.984,N,"[17,12,9 4,7,11,18,4,3 8,16,10,15,0,6,7 14,4,0,6,13,7,21,1 7,1,3,1,19,4 7,20]","[3,6,16,20,9 4,10,1,17,19,6,1 7,3 8,13,15,12,1,18,21,0,4,7 14,0,7,4,11,7,4 7]"
 32, 6,14,  5,  8,  0, psoComb, 27,0.16,   2.090,N,"[17,12,9 4,7,11,18,4,3 8,16,10,15,0,6,7 14,4,0,6,13,7,21,1 7,1,3,1,19,4 7,20]","[3,6,16,20,9 4,10,1,17,19,6,1 7,3 8,13,15,12,1,18,21,0,4,7 14,0,7,4,11,7,4 7]"
 32, 6,14,  5,  8,   ,     FPT, 27,0.16,   1.680,Y,,
 32, 3,11, 11, 24,   , combine, 24,0.26,   0.000,N,"[0 0 0,4,2 1,6,8,0 2,3,0,0,12,0 1,9,0 1,11,1 1,1,1,2,5,7,0,13,0 10,0]","[13,1,0,8,11,0 1,0 1,12,9,2,4,6,0,2 1,0 0 0,0 2,7,3,1 1,0,1,0,5,0 10]"
 32, 3,11, 11, 24,   ,combineS, 24,0.26,   0.001,N,"[0 0 0,4,2 1,6,8,0 2,3,0,0,12,0 1,9,0 1,11,1 1,1,1,2,5,7,0,13,0 10,0]","[13,1,0,8,11,0 1,0 1,12,9,2,4,6,0,2 1,0 0 0,0 2,7,3,1 1,0,1,0,5,0 10]"
 32, 3,11, 11, 24,   ,  greedy, 24,0.26,   0.002,N,"[0 0 0,4,2 1,6,8,0 2,3,0,0,12,0 1,9,0 1,11,1 1,1,1,2,5,7,0,13,0 10,0]","[13,1,0,8,11,0 1,0,1,12,9,2,4,6,0,2 1,0 0 0,0 2,7,3,1 1,0 1,0,5,0 10]"
 32, 3,11, 11, 24,  0,     pso, 24,0.26,   3.705,N,"[0 0 0,4,2 1,6,8,0 2,3,0,0,12,0 1,9,0 1,11,1 1,1,1,2,5,7,0,13,0 10,0]","[13,1,0,8,11,0 1,0 1,12,9,2,4,6,0,2 1,0 0 0,0 2,7,3,1 1,0,1,0,5,0 10]"
 32, 3,11, 11, 24,  0, psoPure, 24,0.26,   3.848,N,"[0 0 0,4,2 1,6,8,0 2,3,0,0,12,0 1,9,0 1,11,1,1,1 1,2,5,7,0,13,0 10,0]","[13,1,0,8,11,0 1,0 1,12,9,2,4,6,0,2 1,0 0 0,0 2,7,3,1 1,0,1,0,5,0 10]"
 32, 3,11, 11, 24,  0, psoComb, 24,0.26,   4.851,N,"[0 0 0,4,2 1,6,8,0 2,3,0,0,12,0 1,9,0 1,11,1 1,1,1,2,5,7,0,13,0 10,0]","[13,1,0,8,11,0 1,0 1,12,9,2,4,6,0,2 1,0 0 0,0 2,7,3,1 1,0,1,0,5,0 10]"
 32, 3,11, 11, 24,   ,     FPT, 25,0.23,3600.000,N,,
 32, 6,14,  7, 11,   , combine, 27,0.16,   0.000,N,"[2,1,5 1,1 1,1,9,11,4,1,18,5,6,3,4,22,10 16,2 3,14,21,6,15,17,20,1,12,4 13,19]","[6,10 16,4,14,5 1,3,18,1,2,15,22,4 13,11,20,12,6,5,1,4,9,21,17,1 1,19,2 3,1,1]"
 32, 6,14,  7, 11,   ,combineS, 27,0.16,   0.000,N,"[2,1,5 1,1 1,1,9,11,4,1,18,5,6,3,4,22,10 16,2 3,14,21,6,15,17,20,1,12,4 13,19]","[6,10 16,4,14,5 1,3,18,1,2,15,22,4 13,11,20,12,6,5,1,4,9,21,17,1 1,19,2 3,1,1]"
 32, 6,14,  7, 11,   ,  greedy, 27,0.16,   0.002,N,"[2,1,5 1,1 1,1,9,11,4,1,18,5,6,3,4,22,10 16,2 3,14,21,6,15,17,20,1,12,4 13,19]","[6,10 16,4,14,5 1,3,18,1,2,15,22,4 13,11,20,12,6,5,1,4,9,21,17,1,1,19,2 3,1 1]"
 32, 6,14,  7, 11,  0,     pso, 27,0.16,   1.161,N,"[2,1,5 1,1 1,1,9,11,4,1,18,5,6,3,4,22,10 16,2 3,14,21,6,15,17,20,1,12,4 13,19]","[6,10 16,4,14,5 1,3,18,1,2,15,22,4 13,11,20,12,6,5,1,4,9,21,17,1 1,19,2 3,1,1]"
 32, 6,14,  7, 11,  0, psoPure, 27,0.16,   1.168,N,"[2,1,5 1,1 1,1,9,11,4,1,18,5,6,3,4,22,10 16,2 3,14,21,6,15,17,20,1,12,4 13,19]","[6,10 16,4,14,5,1,3,18,1,2,15,22,4 13,11,20,12,6,5 1,4,9,21,17,1,1,19,2 3,1 1]"
 32, 6,14,  7, 11,  0, psoComb, 27,0.16,   2.201,N,"[2,1,5 1,1 1,1,9,11,4,1,18,5,6,3,4,22,10 16,2 3,14,21,6,15,17,20,1,12,4 13,19]","[6,10 16,4,14,5 1,3,18,1,2,15,22,4 13,11,20,12,6,5,1,4,9,21,17,1 1,19,2 3,1,1]"
 32, 6,14,  7, 11,   ,     FPT, 27,0.16,   4.047,Y,,
 32, 8, 9,  7, 17,   , combine, 26,0.19,   0.000,N,"[1,7 1,0,9,8 1,2,3,3,0 6,2,16,12 5,15,0,4,4,7,5 5,5 5,5,10,5,6,13,11,14]","[6,7,13,3,16,2,1,11,2,15,10,7 1,4,12 5,5,0,5 5,3,5 5,9,4,14,0 6,5,8 1,0]"
 32, 8, 9,  7, 17,   ,combineS, 26,0.19,   0.000,N,"[1,7 1,0,9,8 1,2,3,3,0 6,2,16,12 5,15,0,4,4,7,5 5,5 5,5,10,5,6,13,11,14]","[6,7,13,3,16,2,1,11,2,15,10,7 1,4,12 5,5,0,5 5,3,5 5,9,4,14,0 6,5,8 1,0]"
 32, 8, 9,  7, 17,   ,  greedy, 26,0.19,   0.003,N,"[1,7 1,0,9,8 1,2,3,3,0 6,2,16,12 5,15,0,4,4,7,5 5,5 5,5,10,5,6,13,11,14]","[6,7,13,3,16,2,1,11,2,15,10,7 1,4,12 5,5,0,5 5,3,5 5,9,4,14,0 6,5,8 1,0]"
 32, 8, 9,  7, 17,  0,     pso, 26,0.19,   1.966,N,"[1,7 1,0,9,8 1,2,3,3,0 6,2,16,12 5,15,0,4,4,7,5 5,5 5,5,10,5,6,13,11,14]","[6,7,13,3,16,2,1,11,2,15,10,7 1,4,12 5,5,0,5 5,3,5 5,9,4,14,0 6,5,8 1,0]"
 32, 8, 9,  7, 17,  0, psoPure, 26,0.19,   1.892,N,"[1,7 1,0,9,8 1,2,3,3,0 6,2,16,12 5,15,0,4,4,7,5 5,5 5,5,10,5,6,13,11,14]","[6,7,13,3,16,2,1,11,2,15,10,7 1,4,12 5,5,0,5 5,3,5 5,9,4,14,0 6,5,8 1,0]"
 32, 8, 9,  7, 17,  0, psoComb, 26,0.19,   3.019,N,"[1,7 1,0,9,8 1,2,3,3,0 6,2,16,12 5,15,0,4,4,7,5 5,5 5,5,10,5,6,13,11,14]","[6,7,13,3,16,2,1,11,2,15,10,7 1,4,12 5,5,0,5 5,3,5 5,9,4,14,0 6,5,8 1,0]"
 32, 8, 9,  7, 17,   ,     FPT, 26,0.19,  11.574,Y,,
 32, 4,17,  4,  6,   , combine, 28,0.13,   0.000,N,"[1,2,16,5,9,3 2,19,8,18,2,1 4,1 3,17,21,15 14,6,2,11,3,1,20,13,12,10,4,7,4,4]","[4,2,12,5,1,1 4,11,4,1 3,15 14,19,6,7,1,10,3,21,4,9,2,13,2,3 2,17,8,20,16,18]"
 32, 4,17,  4,  6,   ,combineS, 28,0.13,   0.000,N,"[1,2,16,5,9,3 2,19,8,18,2,1 4,1 3,17,21,15 14,6,2,11,3,1,20,13,12,10,4,7,4,4]","[4,2,12,5,1,1 4,11,4,1 3,15 14,19,6,7,1,10,3,21,4,9,2,13,2,3 2,17,8,20,16,18]"
 32, 4,17,  4,  6,   ,  greedy, 28,0.13,   0.003,N,"[1,2,16,5,9,3 2,19,8,18,2,1,4 1 3,17,21,15 14,6,2,11,3,1,20,13,12,10,4,7,4,4]","[4,2,12,5,1,1,4,11,4 1 3,15 14,19,6,7,1,10,3,21,4,9,2,13,2,3 2,17,8,20,16,18]"
 32, 4,17,  4,  6,  0,     pso, 28,0.13,   0.564,N,"[1,2,16,5,9,3 2,19,8,18,2,1,4 1 3,17,21,15 14,6,2,11,3,1,20,13,12,10,4,7,4,4]","[4,2,12,5,1,1,4,11,4 1 3,15 14,19,6,7,1,10,3,21,4,9,2,13,2,3 2,17,8,20,16,18]"
 32, 4,17,  4,  6,  0, psoPure, 28,0.13,   0.575,N,"[1,2,16,5,9,3 2,19,8,18,2,1 4,1 3,17,21,15 14,6,2,11,3,1,20,13,12,10,4,7,4,4]","[4,2,12,5,1,1 4,11,4,1 3,15 14,19,6,7,1,10,3,21,4,9,2,13,2,3 2,17,8,20,16,18]"
 32, 4,17,  4,  6,  0, psoComb, 28,0.13,   1.819,N,"[1,2,16,5,9,3 2,19,8,18,2,1,4 1 3,17,21,15 14,6,2,11,3,1,20,13,12,10,4,7,4,4]","[4,2,12,5,1,1,4,11,4 1 3,15 14,19,6,7,1,10,3,21,4,9,2,13,2,3 2,17,8,20,16,18]"
 32, 4,17,  4,  6,   ,     FPT, 28,0.13,   1.064,Y,,
 32, 6,12,  6,  4,   , combine, 29,0.10,   0.000,N,"[5,4 3,8,2,0,12,13,9,4 1,0,2,16,5,10,5,4,5,4,14,4,1,1,17,3,7,3,11,4 15,6]","[2,8,3,5,5,1,4 1,4 15,5,1,4,6,0,17,0,5,3,12,10,4,9,16,11,13,4 3,4,2,14,7]"
 32, 6,12,  6,  4,   ,combineS, 29,0.10,   0.000,N,"[5,4 3,8,2,0,12,13,9,4 1,0,2,16,5,10,5,4,5,4,14,4,1,1,17,3,7,3,11,4 15,6]","[2,8,3,5,5,1,4 1,4 15,5,1,4,6,0,17,0,5,3,12,10,4,9,16,11,13,4 3,4,2,14,7]"
 32, 6,12,  6,  4,   ,  greedy, 29,0.10,   0.003,N,"[5,4 3,8,2,0,12,13,9,4 1,0,2,16,5,10,5,4,5,4,14,4,1,1,17,3,7,3,11,4 15,6]","[2,8,3,5,5,1,4 1,4 15,5,1,4,6,0,17,0,5,3,12,10,4,9,16,11,13,4 3,4,2,14,7]"
 32, 6,12,  6,  4,  0,     pso, 29,0.10,   0.449,N,"[5,4 3,8,2,0,12,13,9,4 1,0,2,16,5,10,5,4,5,4,14,4,1,1,17,3,7,3,11,4 15,6]","[2,8,3,5,5,1,4 1,4 15,5,1,4,6,0,17,0,5,3,12,10,4,9,16,11,13,4 3,4,2,14,7]"
 32, 6,12,  6,  4,  0, psoPure, 29,0.10,   0.429,N,"[5,4 3,8,2,0,12,13,9,4 1,0,2,16,5,10,5,4,5,4,14,4,1,1,17,3,7,3,11,4 15,6]","[2,8,3,5,5,1,4 1,4 15,5,1,4,6,0,17,0,5,3,12,10,4,9,16,11,13,4 3,4,2,14,7]"
 32, 6,12,  6,  4,  0, psoComb, 29,0.10,   1.569,N,"[5,4 3,8,2,0,12,13,9,4 1,0,2,16,5,10,5,4,5,4,14,4,1,1,17,3,7,3,11,4 15,6]","[2,8,3,5,5,1,4 1,4 15,5,1,4,6,0,17,0,5,3,12,10,4,9,16,11,13,4 3,4,2,14,7]"
 32, 6,12,  6,  4,   ,     FPT, 27,0.16,  20.740,Y,,
 32, 4,16,  6, 12,   , combine, 26,0.19,   0.000,N,"[16,9,3,7,3,2,1 3 0,3,1,18,0,4 2,1,6,14,1 1 1,10,19,12,8,17,2 15,2,11,13,5]","[10,2,14,1 3 0,1,13,3,5,1,7,4 2,2,9,2 15,1 1 1,3,17,3,12,18,11,16,8,19,0,6]"
 32, 4,16,  6, 12,   ,combineS, 27,0.16,   0.000,N,"[16,9,3,7,3,2,1 3,0,3,1,18,0,4 2,1,6,14 1,1 1,10,19,12,8,17,2 15,2,11,13,5]","[10,2,14 1,3,0,1,13,3,5,1,7,4 2,2,9,2 15,1 1,1 3,17,3,12,18,11,16,8,19,0,6]"
 32, 4,16,  6, 12,   ,  greedy, 26,0.19,   0.002,N,"[16,9,3,7,3,2,1 3 0,3,1,18,0,4 2,1,6,14,1 1 1,10,19,12,8,17,2 15,2,11,13,5]","[10,2,14,1 3 0,1,13,3,5,1,7,4 2,2,9,2 15,1 1 1,3,17,3,12,18,11,16,8,19,0,6]"
 32, 4,16,  6, 12,  0,     pso, 26,0.19,   1.239,N,"[16,9,3,7,3,2,1 3 0,3,1,18,0,4 2,1,6,14,1 1 1,10,19,12,8,17,2 15,2,11,13,5]","[10,2,14,1 3 0,1,13,3,5,1,7,4 2,2,9,2 15,1 1 1,3,17,3,12,18,11,16,8,19,0,6]"
 32, 4,16,  6, 12,  0, psoPure, 26,0.19,   1.222,N,"[16,9,3,7,3,2,1 3 0,3,1,18,0,4 2,1,6,14,1 1 1,10,19,12,8,17,2 15,2,11,13,5]","[10,2,14,1 3 0,1,13,3,5,1,7,4 2,2,9,2 15,1 1 1,3,17,3,12,18,11,16,8,19,0,6]"
 32, 4,16,  6, 12,  0, psoComb, 26,0.19,   2.707,N,"[16,9,3,7,3,2,1 3 0,3,1,18,0,4 2,1,6,14,1 1 1,10,19,12,8,17,2 15,2,11,13,5]","[10,2,14,1 3 0,1,13,3,5,1,7,4 2,2,9,2 15,1 1 1,3,17,3,12,18,11,16,8,19,0,6]"
 32, 4,16,  6, 12,   ,     FPT, 26,0.19,   7.043,Y,,
 32, 8, 6,  6,  9,   , combine, 27,0.16,   0.000,N,"[6,9 1,9,3,15,8,2,6 8,3,4,9,10,3,11,2 5,8 4,6,1,8,5,12,8,14,2 9,8,2,13]","[2,8,6 8,8,9 1,3,2 9,9,6,8,8 4,5,6,3,1,14,11,15,4,2,2 5,12,9,8,3,13,10]"
 32, 8, 6,  6,  9,   ,combineS, 27,0.16,   0.000,N,"[6,9 1,9,3,15,8,2,6 8,3,4,9,10,3,11,2,5,8 4,6,1,8,5 12,8,14,2 9,8,2,13]","[2,8,6 8,8,9 1,3,2 9,9,6,8,8 4,5,6,3,1,14,11,15,4,2,2,5 12,9,8,3,13,10]"
 32, 8, 6,  6,  9,   ,  greedy, 27,0.16,   0.003,N,"[6,9 1,9,3,15,8,2,6 8,3,4,9,10,3,11,2 5,8 4,6,1,8,5,12,8,14,2,9 8,2,13]","[2,8,6 8,8,9 1,3,2,9,9,6,8,8 4,5,6,3,1,14,11,15,4,2,2 5,12,9 8,3,13,10]"
 32, 8, 6,  6,  9,  0,     pso, 27,0.16,   1.179,N,"[6,9 1,9,3,15,8,2,6 8,3,4,9,10,3,11,2 5,8 4,6,1,8,5,12,8,14,2 9,8,2,13]","[2,8,6 8,8,9 1,3,2 9,9,6,8,8 4,5,6,3,1,14,11,15,4,2,2 5,12,9,8,3,13,10]"
 32, 8, 6,  6,  9,  0, psoPure, 27,0.16,   1.168,N,"[6,9 1,9,3,15,8,2,6 8,3,4,9,10,3,11,2 5,8 4,6,1,8,5,12,8,14,2 9,8,2,13]","[2,8,6 8,8,9 1,3,2 9,9,6,8,8 4,5,6,3,1,14,11,15,4,2,2 5,12,9,8,3,13,10]"
 32, 8, 6,  6,  9,  0, psoComb, 27,0.16,   2.272,N,"[6,9 1,9,3,15,8,2,6 8,3,4,9,10,3,11,2 5,8 4,6,1,8,5,12,8,14,2 9,8,2,13]","[2,8,6 8,8,9 1,3,2 9,9,6,8,8 4,5,6,3,1,14,11,15,4,2,2 5,12,9,8,3,13,10]"
 32, 8, 6,  6,  9,   ,     FPT, 27,0.16, 135.933,Y,,
 32, 7, 9,  8, 12,   , combine, 26,0.19,   0.000,N,"[15,3,0 6 5,2,13,1,4,8,12,10,4,0,5 5,14,1,9,0,1 5,7,0,5,11,2,5,5 3 5,6]","[10,6,14,5 3 5,3,4,9,5 5,5,15,0,7,13,0,4,12,2,1,0,2,1 5,0 6 5,1,8,11,5]"
 32, 7, 9,  8, 12,   ,combineS, 26,0.19,   0.000,N,"[15,3,0 6 5,2,13,1,4,8,12,10,4,0,5 5,14,1,9,0,1 5,7,0,5,11,2,5,5 3 5,6]","[10,6,14,5 3 5,3,4,9,5 5,5,15,0,7,13,0,4,12,2,1,0,2,1 5,0 6 5,1,8,11,5]"
 32, 7, 9,  8, 12,   ,  greedy, 26,0.19,   0.002,N,"[15,3,0 6 5,2,13,1,4,8,12,10,4,0,5 5,14,1,9,0,1 5,7,0,5,11,2,5,5 3 5,6]","[10,6,14,5 3 5,3,4,9,5 5,5,15,0,7,13,0,4,12,2,1,0,2,1 5,0 6 5,1,8,11,5]"
 32, 7, 9,  8, 12,  0,     pso, 26,0.19,   1.234,N,"[15,3,0 6 5,2,13,1,4,8,12,10,4,0,5 5,14,1,9,0,1 5,7,0,5,11,2,5,5 3 5,6]","[10,6,14,5 3 5,3,4,9,5 5,5,15,0,7,13,0,4,12,2,1,0,2,1 5,0 6 5,1,8,11,5]"
 32, 7, 9,  8, 12,  0, psoPure, 26,0.19,   1.202,N,"[15,3,0 6 5,2,13,1,4,8,12,10,4,0,5 5,14,1,9,0,1 5,7,0,5,11,2,5,5 3 5,6]","[10,6,14,5 3 5,3,4,9,5 5,5,15,0,7,13,0,4,12,2,1,0,2,1 5,0 6 5,1,8,11,5]"
 32, 7, 9,  8, 12,  0, psoComb, 26,0.19,   2.864,N,"[15,3,0 6 5,2,13,1,4,8,12,10,4,0,5 5,14,1,9,0,1 5,7,0,5,11,2,5,5 3 5,6]","[10,6,14,5 3 5,3,4,9,5 5,5,15,0,7,13,0,4,12,2,1,0,2,1 5,0 6 5,1,8,11,5]"
 32, 7, 9,  8, 12,   ,     FPT, 26,0.19,  73.199,Y,,
 33, 6,16,  5,  4,   , combine, 30,0.09,   0.000,N,"[1,13,0,7,2,4,4,14,6,2 1,10,3,21,16,8,1,18,19,4,2,5,2,20,2 17,5 3,0,15,12,9,11]","[13,10,11,9,1,0,3,2,18,20,0,4,5,16,2 1,2 17,4,21,19,6,5 3,4,7,12,15,14,2,1,2,8]"
 33, 6,16,  5,  4,   ,combineS, 30,0.09,   0.000,N,"[1,13,0,7,2,4,4,14,6,2 1,10,3,21,16,8,1,18,19,4,2,5,2,20,2 17,5 3,0,15,12,9,11]","[13,10,11,9,1,0,3,2,18,20,0,4,5,16,2 1,2 17,4,21,19,6,5 3,4,7,12,15,14,2,1,2,8]"
 33, 6,16,  5,  4,   ,  greedy, 30,0.09,   0.003,N,"[1,13,0,7,2,4,4,14,6,2 1,10,3,21,16,8,1,18,19,4,2,5,2,20,2 17,5 3,0,15,12,9,11]","[13,10,11,9,1,0,3,2,18,20,0,4,5,16,2,1,2 17,4,21,19,6,5 3,4,7,12,15,14,2 1,2,8]"
 33, 6,16,  5,  4,  0,     pso, 30,0.09,   0.385,N,"[1,13,0,7,2,4,4,14,6,2 1,10,3,21,16,8,1,18,19,4,2,5,2,20,2 17,5 3,0,15,12,9,11]","[13,10,11,9,1,0,3,2,18,20,0,4,5,16,2 1,2 17,4,21,19,6,5 3,4,7,12,15,14,2,1,2,8]"
 33, 6,16,  5,  4,  0, psoPure, 30,0.09,   0.378,N,"[1,13,0,7,2,4,4,14,6,2 1,10,3,21,16,8,1,18,19,4,2,5,2,20,2 17,5 3,0,15,12,9,11]","[13,10,11,9,1,0,3,2,18,20,0,4,5,16,2,1,2 17,4,21,19,6,5 3,4,7,12,15,14,2 1,2,8]"
 33, 6,16,  5,  4,  0, psoComb, 30,0.09,   1.613,N,"[1,13,0,7,2,4,4,14,6,2 1,10,3,21,16,8,1,18,19,4,2,5,2,20,2 17,5 3,0,15,12,9,11]","[13,10,11,9,1,0,3,2,18,20,0,4,5,16,2 1,2 17,4,21,19,6,5 3,4,7,12,15,14,2,1,2,8]"
 33, 6,16,  5,  4,   ,     FPT, 30,0.09,   1.311,Y,,
 33, 8, 2,  6, 25,   , combine, 24,0.28,   0.000,N,"[0,3 4,1,0 7 5 4,2,6 1,2 4,2,3,10,7 1,4,9,5,4,0,1 2,2,1,6,7,1,4 3,0]","[0 7 5 4,4,6,2,7 1,2 4,10,1 2,1,5,9,0,0,2,3 4,4 3,1,1,6 1,7,2,4,3,0]"
 33, 8, 2,  6, 25,   ,combineS, 24,0.28,   0.000,N,"[0,3 4,1,0 7 5 4,2,6 1,2 4,2,3,10,7 1,4,9,5,4,0,1 2,2,1,6,7,1,4 3,0]","[0 7 5 4,4,6,2,7 1,2 4,10,1 2,1,5,9,0,0,2,3 4,4 3,1,1,6 1,7,2,4,3,0]"
 33, 8, 2,  6, 25,   ,  greedy, 23,0.31,   0.002,N,"[0,3 4,1,0 7 5 4,2,6,1 2 4,2,3,10,7,1,4,9,5,4,0,1 2,2,1 6,7,1,4 3 0]","[0 7 5 4,4,6,2,7,1 2 4,10,1 2,1,5,9,0,0,2,3 4,4,3,1,1 6,1,7,2,4 3 0]"
 33, 8, 2,  6, 25,  0,     pso, 23,0.31,   3.874,N,"[0,3 4,1,0 7 5 4,2,6,1 2 4,2,3,10,7,1,4,9,5,4,0,1 2,2,1 6,7,1,4 3 0]","[0 7 5 4,4,6,2,7,1 2 4,10,1 2,1,5,9,0,0,2,3 4,4,3,1,1 6,1,7,2,4 3 0]"
 33, 8, 2,  6, 25,  0, psoPure, 23,0.31,   3.898,N,"[0,3,4,1,0 7 5 4,2,6 1,2 4,2 3,10,7,1,4,9,5,4,0,1,2,2 1,6,7 1,4 3 0]","[0 7 5 4,4,6,2,7 1,2 4,10,1,2 1,5,9,0,0,2 3,4,4,3,1,1,6 1,7,2,4 3 0]"
 33, 8, 2,  6, 25,  0, psoComb, 23,0.31,   5.395,N,"[0,3 4,1,0 7 5 4,2,6,1 2 4,2,3,10,7,1,4,9,5,4,0,1 2,2,1 6,7,1,4 3 0]","[0 7 5 4,4,6,2,7,1 2 4,10,1 2,1,5,9,0,0,2,3 4,4,3,1,1 6,1,7,2,4 3 0]"
 33, 8, 2,  6, 25,   ,     FPT, 23,0.31,3600.000,N,,
 33, 4,25,  2,  2,   , combine, 31,0.06,   0.000,N,"[12,17,14,25,1,19,10,1,24,2,2,8,27,3,9,0,16,7,11,0,28,15,18,20 21,26,22,5,6,4,3 23,13]","[2,10,11,7,4,14,17,26,3,18,5,16,0,22,20 21,3 23,19,27,0,25,2,15,13,6,28,24,9,1,12,1,8]"
 33, 4,25,  2,  2,   ,combineS, 31,0.06,   0.000,N,"[12,17,14,25,1,19,10,1,24,2,2,8,27,3,9,0,16,7,11,0,28,15,18,20 21,26,22,5,6,4,3 23,13]","[2,10,11,7,4,14,17,26,3,18,5,16,0,22,20 21,3 23,19,27,0,25,2,15,13,6,28,24,9,1,12,1,8]"
 33, 4,25,  2,  2,   ,  greedy, 31,0.06,   0.003,N,"[12,17,14,25,1,19,10,1,24,2,2,8,27,3,9,0,16,7,11,0,28,15,18,20 21,26,22,5,6,4,3 23,13]","[2,10,11,7,4,14,17,26,3,18,5,16,0,22,20 21,3 23,19,27,0,25,2,15,13,6,28,24,9,1,12,1,8]"
