size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,left,right
 25, 7, 4,  5,  7,   ,combineS, 21,0.17,   0.000,"[5 6,5,9,3,1,1,0,5,4 0,6 4,4,4,0,10,3 6,2,8,4,6,11,2]","[3,3 6,4 0,2,0,5 6,9,0,8,6,1,2,4,5,5,1,6 4,10,4,11,4]"
 25, 7, 4,  5,  7,   ,  greedy, 23,0.08,   0.002,"[5 6,5,9,3,1,1,0,5,4,0,6 4,4,4,0,10,3,6,2,8,4,6,11,2]","[3,3,6 4,0,2,0,5 6,9,0,8,6,1,2,4,5,5,1,6,4,10,4,11,4]"
 25, 7, 4,  5,  7,  0,     pso, 21,0.17,   0.819,"[5 6,5,9,3,1,1,0,5,4 0,6 4,4,4,0,10,3 6,2,8,4,6,11,2]","[3,3 6,4 0,2,0,5 6,9,0,8,6,1,2,4,5,5,1,6 4,10,4,11,4]"
 25, 7, 4,  5,  7,  0, psoPure, 21,0.17,   0.854,"[5,6,5,9,3,1,1,0 5,4,0,6 4,4,4 0,10,3 6,2,8,4,6,11,2]","[3,3 6,4 0,2,0 5,6,9,0,8,6,1,2,4,5,5,1,6 4,10,4,11,4]"
 25, 7, 4,  5,  7,   ,     FPT, 20,0.21,   3.130,,
 25, 5, 6,  6, 12,   , combine, 19,0.25,   0.000,"[9 2,3 3,7,0,5,8,5,5,3,4 4,0,4,6,3,2,2 10,11 5,3,2 3]","[3 3,6,2 3,11 5,2,3,5,9 2,2 10,4,0,0,3,8,3,5,4 4,5,7]"
 25, 5, 6,  6, 12,   ,combineS, 19,0.25,   0.000,"[9 2,3 3,7,0,5,8,5,5,3,4 4,0,4,6,3,2,2 10,11 5,3,2 3]","[3 3,6,2 3,11 5,2,3,5,9 2,2 10,4,0,0,3,8,3,5,4 4,5,7]"
 25, 5, 6,  6, 12,   ,  greedy, 19,0.25,   0.001,"[9,2,3 3,7,0,5,8,5,5,3,4 4,0,4,6,3,2 2 10,11 5,3,2 3]","[3 3,6,2,3,11 5,2 3,5,9,2 2 10,4,0,0,3,8,3,5,4 4,5,7]"
 25, 5, 6,  6, 12,  0,     pso, 19,0.25,   1.453,"[9,2 3,3,7,0,5,8,5,5,3,4 4,0,4,6,3,2 2 10,11 5,3,2 3]","[3,3,6,2 3,11 5,2 3,5,9,2 2 10,4,0,0,3,8,3,5,4 4,5,7]"
 25, 5, 6,  6, 12,  0, psoPure, 19,0.25,   1.447,"[9,2 3,3,7,0,5,8,5,5,3,4,4 0,4,6,3,2 2 10,11 5,3,2 3]","[3,3,6,2 3,11 5,2 3,5,9,2 2 10,4 0,0,3,8,3,5,4,4,5,7]"
 25, 5, 6,  6, 12,   ,     FPT, 19,0.25,  69.677,,
 26, 5, 9,  5, 11,   , combine, 18,0.32,   0.000,"[2,1,7,12,4 3,11,7 2,4 16 4,2,9,4,10 3,8 7,1,3 13,14,3 3,15]","[7 2,3 3,4 3,12,9,1,4,4 16 4,11,14,3 13,15,10 3,2,2,8 7,7,1]"
 26, 5, 9,  5, 11,   ,combineS, 18,0.32,   0.000,"[2,1,7,12,4 3,11,7 2,4 16 4,2,9,4,10 3,8 7,1,3 13,14,3 3,15]","[7 2,3 3,4 3,12,9,1,4,4 16 4,11,14,3 13,15,10 3,2,2,8 7,7,1]"
 26, 5, 9,  5, 11,   ,  greedy, 18,0.32,   0.001,"[2,1,7,12,4 3,11,7 2,4 16 4,2,9,4,10 3,8 7,1,3 13,14,3 3,15]","[7 2,3 3,4 3,12,9,1,4,4 16 4,11,14,3 13,15,10 3,2,2,8 7,7,1]"
